# x v
-1.2477482557 0.6656758785
-1.2392847538 0.6813026071
-1.2306256294 0.6968216896
-1.2217721939 0.7122307420
-1.2127258778 0.7275273800
-1.2034879923 0.7427091002
-1.1940599680 0.7577735186
-1.1844434738 0.7727183104
-1.1746399403 0.7875410318
-1.1646509171 0.8022394180
-1.1544780731 0.8168111444
-1.1441228390 0.8312538862
-1.1335868835 0.8455653191
-1.1228719950 0.8597432971
-1.1119797230 0.8737854362
-1.1009119749 0.8876896501
-1.0896703005 0.9014536738
-1.0782564878 0.9150753021
-1.0666725636 0.9285525084
-1.0549200773 0.9418830276
-1.0430010557 0.9550648332
-1.0309172869 0.9680957794
-1.0186707973 0.9809738994
-1.0062633753 0.9936971068
-0.9936971068 1.0062633753
-0.9809738994 1.0186707973
-0.9680957794 1.0309172869
-0.9550648332 1.0430010557
-0.9418830276 1.0549200773
-0.9285525084 1.0666725636
-0.9150753021 1.0782564878
-0.9014536738 1.0896703005
-0.8876896501 1.1009119749
-0.8737854362 1.1119797230
-0.8597432971 1.1228719950
-0.8455653191 1.1335868835
-0.8312538862 1.1441228390
-0.8168111444 1.1544780731
-0.8022394180 1.1646509171
-0.7875410318 1.1746399403
-0.7727183104 1.1844434738
-0.7577735186 1.1940599680
-0.7427091002 1.2034879923
-0.7275273800 1.2127258778
-0.7122307420 1.2217721939
-0.6968216896 1.2306256294
-0.6813026071 1.2392847538
-0.6656758785 1.2477482557
-0.6499440670 1.2560145855
-0.6341096163 1.2640826702
-0.6181750298 1.2719510794
-0.6021428704 1.2796187401
-0.5860155821 1.2870842218
-0.5697957277 1.2943464518
-0.5534859300 1.3014043570
-0.5370887518 1.3082567453
-0.5206067562 1.3149025440
-0.5040425062 1.3213406801
-0.4873986840 1.3275702000
-0.4706779122 1.3335900307
-0.4538828135 1.3393992186
-0.4370160103 1.3449970484
-0.4200802445 1.3503824472
-0.4030781090 1.3555544615
-0.3860123158 1.3605126143
-0.3688856065 1.3652558327
-0.3517006040 1.3697834015
-0.3344600797 1.3740947247
-0.3171667457 1.3781890869
-0.2998233438 1.3820658922
-0.2824325562 1.3857243061
-0.2649971843 1.3891639709
-0.2475199848 1.3923842907
-0.2300036848 1.3953846693
-0.2124510705 1.3981647491
-0.1948648989 1.4007239342
-0.1772479564 1.4030621052
-0.1596030295 1.4051785469
-0.1419329047 1.4070732594
-0.1242403537 1.4087456465
-0.1065281928 1.4101955891
-0.0887992010 1.4114229679
-0.0710561946 1.4124273062
-0.0533019677 1.4132087231
-0.0355393216 1.4137669802
-0.0177710634 1.4141019583
0.0000000000 1.4142135382
0.0177710634 1.4141019583
0.0355393216 1.4137669802
0.0533019677 1.4132087231
0.0710561946 1.4124273062
0.0887992010 1.4114229679
0.1065281928 1.4101955891
0.1242403537 1.4087456465
0.1419329047 1.4070732594
0.1596030295 1.4051785469
0.1772479564 1.4030621052
0.1948648989 1.4007239342
0.2124510705 1.3981647491
0.2300036848 1.3953846693
0.2475199848 1.3923842907
0.2649971843 1.3891639709
0.2824325562 1.3857243061
0.2998233438 1.3820658922
0.3171667457 1.3781890869
0.3344600797 1.3740947247
0.3517006040 1.3697834015
0.3688856065 1.3652558327
0.3860123158 1.3605126143
0.4030781090 1.3555544615
0.4200802445 1.3503824472
0.4370160103 1.3449970484
0.4538828135 1.3393992186
0.4706779122 1.3335900307
0.4873986840 1.3275702000
0.5040425062 1.3213406801
0.5206067562 1.3149025440
0.5370887518 1.3082567453
0.5534859300 1.3014043570
0.5697957277 1.2943464518
0.5860155821 1.2870842218
0.6021428704 1.2796187401
0.6181750298 1.2719510794
0.6341096163 1.2640826702
0.6499440670 1.2560145855
0.6656758785 1.2477482557
0.6813026071 1.2392847538
0.6968216896 1.2306256294
0.7122307420 1.2217721939
0.7275273800 1.2127258778
0.7427091002 1.2034879923
0.7577735186 1.1940599680
0.7727183104 1.1844434738
0.7875410318 1.1746399403
0.8022394180 1.1646509171
0.8168111444 1.1544780731
0.8312538862 1.1441228390
0.8455653191 1.1335868835
0.8597432971 1.1228719950
0.8737854362 1.1119797230
0.8876896501 1.1009119749
0.9014536738 1.0896703005
0.9150753021 1.0782564878
0.9285525084 1.0666725636
0.9418830276 1.0549200773
0.9550648332 1.0430010557
0.9680957794 1.0309172869
0.9809738994 1.0186707973
0.9936971068 1.0062633753
1.0062633753 0.9936971068
1.0186707973 0.9809738994
1.0309172869 0.9680957794
1.0430010557 0.9550648332
1.0549200773 0.9418830276
1.0666725636 0.9285525084
1.0782564878 0.9150753021
1.0896703005 0.9014536738
1.1009119749 0.8876896501
1.1119797230 0.8737854362
1.1228719950 0.8597432971
1.1335868835 0.8455653191
1.1441228390 0.8312538862
1.1544780731 0.8168111444
1.1646509171 0.8022394180
1.1746399403 0.7875410318
1.1844434738 0.7727183104
1.1940599680 0.7577735186
1.2034879923 0.7427091002
1.2127258778 0.7275273800
1.2217721939 0.7122307420
1.2306256294 0.6968216896
1.2392847538 0.6813026071
1.2477482557 0.6656758785
1.2560145855 0.6499440670
1.2640826702 0.6341096163
1.2719510794 0.6181750298
1.2796187401 0.6021428704
1.2870842218 0.5860155821
1.2943464518 0.5697957277
1.3014043570 0.5534859300
1.3082567453 0.5370887518
1.3149025440 0.5206067562
1.3213406801 0.5040425062
1.3275702000 0.4873986840
1.3335900307 0.4706779122
1.3393992186 0.4538828135
1.3449970484 0.4370160103
1.3503824472 0.4200802445
1.3555544615 0.4030781090
1.3605126143 0.3860123158
1.3652558327 0.3688856065
1.3697834015 0.3517006040
1.3740947247 0.3344600797
1.3781890869 0.3171667457
1.3820658922 0.2998233438
1.3857243061 0.2824325562
1.3891639709 0.2649971843
1.3923842907 0.2475199848
1.3953846693 0.2300036848
1.3981647491 0.2124510705
1.4007239342 0.1948648989
1.4030621052 0.1772479564
1.4051785469 0.1596030295
1.4070732594 0.1419329047
1.4087456465 0.1242403537
1.4101955891 0.1065281928
1.4114229679 0.0887992010
1.4124273062 0.0710561946
1.4132087231 0.0533019677
1.4137669802 0.0355393216
1.4141019583 0.0177710634
1.4142135382 0.0000000000
1.4141019583 -0.0177710634
1.4137669802 -0.0355393216
1.4132087231 -0.0533019677
1.4124273062 -0.0710561946
1.4114229679 -0.0887992010
1.4101955891 -0.1065281928
1.4087456465 -0.1242403537
1.4070732594 -0.1419329047
1.4051785469 -0.1596030295
1.4030621052 -0.1772479564
1.4007239342 -0.1948648989
1.3981647491 -0.2124510705
1.3953846693 -0.2300036848
1.3923842907 -0.2475199848
1.3891639709 -0.2649971843
1.3857243061 -0.2824325562
1.3820658922 -0.2998233438
1.3781890869 -0.3171667457
1.3740947247 -0.3344600797
1.3697834015 -0.3517006040
1.3652558327 -0.3688856065
1.3605126143 -0.3860123158
1.3555544615 -0.4030781090
1.3503824472 -0.4200802445
1.3449970484 -0.4370160103
1.3393992186 -0.4538828135
1.3335900307 -0.4706779122
1.3275702000 -0.4873986840
1.3213406801 -0.5040425062
1.3149025440 -0.5206067562
1.3082567453 -0.5370887518
1.3014043570 -0.5534859300
1.2943464518 -0.5697957277
1.2870842218 -0.5860155821
1.2796187401 -0.6021428704
1.2719510794 -0.6181750298
1.2640826702 -0.6341096163
1.2560145855 -0.6499440670
1.2477482557 -0.6656758785
1.2392847538 -0.6813026071
1.2306256294 -0.6968216896
1.2217721939 -0.7122307420
1.2127258778 -0.7275273800
1.2034879923 -0.7427091002
1.1940599680 -0.7577735186
1.1844434738 -0.7727183104
1.1746399403 -0.7875410318
1.1646509171 -0.8022394180
1.1544780731 -0.8168111444
1.1441228390 -0.8312538862
1.1335868835 -0.8455653191
1.1228719950 -0.8597432971
1.1119797230 -0.8737854362
1.1009119749 -0.8876896501
1.0896703005 -0.9014536738
1.0782564878 -0.9150753021
1.0666725636 -0.9285525084
1.0549200773 -0.9418830276
1.0430010557 -0.9550648332
1.0309172869 -0.9680957794
1.0186707973 -0.9809738994
1.0062633753 -0.9936971068
0.9936971068 -1.0062633753
0.9809738994 -1.0186707973
0.9680957794 -1.0309172869
0.9550648332 -1.0430010557
0.9418830276 -1.0549200773
0.9285525084 -1.0666725636
0.9150753021 -1.0782564878
0.9014536738 -1.0896703005
0.8876896501 -1.1009119749
0.8737854362 -1.1119797230
0.8597432971 -1.1228719950
0.8455653191 -1.1335868835
0.8312538862 -1.1441228390
0.8168111444 -1.1544780731
0.8022394180 -1.1646509171
0.7875410318 -1.1746399403
0.7727183104 -1.1844434738
0.7577735186 -1.1940599680
0.7427091002 -1.2034879923
0.7275273800 -1.2127258778
0.7122307420 -1.2217721939
0.6968216896 -1.2306256294
0.6813026071 -1.2392847538
0.6656758785 -1.2477482557
0.6499440670 -1.2560145855
0.6341096163 -1.2640826702
0.6181750298 -1.2719510794
0.6021428704 -1.2796187401
0.5860155821 -1.2870842218
0.5697957277 -1.2943464518
0.5534859300 -1.3014043570
0.5370887518 -1.3082567453
0.5206067562 -1.3149025440
0.5040425062 -1.3213406801
0.4873986840 -1.3275702000
0.4706779122 -1.3335900307
0.4538828135 -1.3393992186
0.4370160103 -1.3449970484
0.4200802445 -1.3503824472
0.4030781090 -1.3555544615
0.3860123158 -1.3605126143
0.3688856065 -1.3652558327
0.3517006040 -1.3697834015
0.3344600797 -1.3740947247
0.3171667457 -1.3781890869
0.2998233438 -1.3820658922
0.2824325562 -1.3857243061
0.2649971843 -1.3891639709
0.2475199848 -1.3923842907
0.2300036848 -1.3953846693
0.2124510705 -1.3981647491
0.1948648989 -1.4007239342
0.1772479564 -1.4030621052
0.1596030295 -1.4051785469
0.1419329047 -1.4070732594
0.1242403537 -1.4087456465
0.1065281928 -1.4101955891
0.0887992010 -1.4114229679
0.0710561946 -1.4124273062
0.0533019677 -1.4132087231
0.0355393216 -1.4137669802
0.0177710634 -1.4141019583
-0.0000000000 -1.4142135382
-0.0177710634 -1.4141019583
-0.0355393216 -1.4137669802
-0.0533019677 -1.4132087231
-0.0710561946 -1.4124273062
-0.0887992010 -1.4114229679
-0.1065281928 -1.4101955891
-0.1242403537 -1.4087456465
-0.1419329047 -1.4070732594
-0.1596030295 -1.4051785469
-0.1772479564 -1.4030621052
-0.1948648989 -1.4007239342
-0.2124510705 -1.3981647491
-0.2300036848 -1.3953846693
-0.2475199848 -1.3923842907
-0.2649971843 -1.3891639709
-0.2824325562 -1.3857243061
-0.2998233438 -1.3820658922
-0.3171667457 -1.3781890869
-0.3344600797 -1.3740947247
-0.3517006040 -1.3697834015
-0.3688856065 -1.3652558327
-0.3860123158 -1.3605126143
-0.4030781090 -1.3555544615
-0.4200802445 -1.3503824472
-0.4370160103 -1.3449970484
-0.4538828135 -1.3393992186
-0.4706779122 -1.3335900307
-0.4873986840 -1.3275702000
-0.5040425062 -1.3213406801
-0.5206067562 -1.3149025440
-0.5370887518 -1.3082567453
-0.5534859300 -1.3014043570
-0.5697957277 -1.2943464518
-0.5860155821 -1.2870842218
-0.6021428704 -1.2796187401
-0.6181750298 -1.2719510794
-0.6341096163 -1.2640826702
-0.6499440670 -1.2560145855
-0.6656758785 -1.2477482557
-0.6813026071 -1.2392847538
-0.6968216896 -1.2306256294
-0.7122307420 -1.2217721939
-0.7275273800 -1.2127258778
-0.7427091002 -1.2034879923
-0.7577735186 -1.1940599680
-0.7727183104 -1.1844434738
-0.7875410318 -1.1746399403
-0.8022394180 -1.1646509171
-0.8168111444 -1.1544780731
-0.8312538862 -1.1441228390
-0.8455653191 -1.1335868835
-0.8597432971 -1.1228719950
-0.8737854362 -1.1119797230
-0.8876896501 -1.1009119749
-0.9014536738 -1.0896703005
-0.9150753021 -1.0782564878
-0.9285525084 -1.0666725636
-0.9418830276 -1.0549200773
-0.9550648332 -1.0430010557
-0.9680957794 -1.0309172869
-0.9809738994 -1.0186707973
-0.9936971068 -1.0062633753
-1.0062633753 -0.9936971068
-1.0186707973 -0.9809738994
-1.0309172869 -0.9680957794
-1.0430010557 -0.9550648332
-1.0549200773 -0.9418830276
-1.0666725636 -0.9285525084
-1.0782564878 -0.9150753021
-1.0896703005 -0.9014536738
-1.1009119749 -0.8876896501
-1.1119797230 -0.8737854362
-1.1228719950 -0.8597432971
-1.1335868835 -0.8455653191
-1.1441228390 -0.8312538862
-1.1544780731 -0.8168111444
-1.1646509171 -0.8022394180
-1.1746399403 -0.7875410318
-1.1844434738 -0.7727183104
-1.1940599680 -0.7577735186
-1.2034879923 -0.7427091002
-1.2127258778 -0.7275273800
-1.2217721939 -0.7122307420
-1.2306256294 -0.6968216896
-1.2392847538 -0.6813026071
-1.2477482557 -0.6656758785
-1.2560145855 -0.6499440670
-1.2640826702 -0.6341096163
-1.2719510794 -0.6181750298
-1.2796187401 -0.6021428704
-1.2870842218 -0.5860155821
-1.2943464518 -0.5697957277
-1.3014043570 -0.5534859300
-1.3082567453 -0.5370887518
-1.3149025440 -0.5206067562
-1.3213406801 -0.5040425062
-1.3275702000 -0.4873986840
-1.3335900307 -0.4706779122
-1.3393992186 -0.4538828135
-1.3449970484 -0.4370160103
-1.3503824472 -0.4200802445
-1.3555544615 -0.4030781090
-1.3605126143 -0.3860123158
-1.3652558327 -0.3688856065
-1.3697834015 -0.3517006040
-1.3740947247 -0.3344600797
-1.3781890869 -0.3171667457
-1.3820658922 -0.2998233438
-1.3857243061 -0.2824325562
-1.3891639709 -0.2649971843
-1.3923842907 -0.2475199848
-1.3953846693 -0.2300036848
-1.3981647491 -0.2124510705
-1.4007239342 -0.1948648989
-1.4030621052 -0.1772479564
-1.4051785469 -0.1596030295
-1.4070732594 -0.1419329047
-1.4087456465 -0.1242403537
-1.4101955891 -0.1065281928
-1.4114229679 -0.0887992010
-1.4124273062 -0.0710561946
-1.4132087231 -0.0533019677
-1.4137669802 -0.0355393216
-1.4141019583 -0.0177710634
-1.4142135382 0.0000000000
-1.4141019583 0.0177710634
-1.4137669802 0.0355393216
-1.4132087231 0.0533019677
-1.4124273062 0.0710561946
-1.4114229679 0.0887992010
-1.4101955891 0.1065281928
-1.4087456465 0.1242403537
-1.4070732594 0.1419329047
-1.4051785469 0.1596030295
-1.4030621052 0.1772479564
-1.4007239342 0.1948648989
-1.3981647491 0.2124510705
-1.3953846693 0.2300036848
-1.3923842907 0.2475199848
-1.3891639709 0.2649971843
-1.3857243061 0.2824325562
-1.3820658922 0.2998233438
-1.3781890869 0.3171667457
-1.3740947247 0.3344600797
-1.3697834015 0.3517006040
-1.3652558327 0.3688856065
-1.3605126143 0.3860123158
-1.3555544615 0.4030781090
-1.3503824472 0.4200802445
-1.3449970484 0.4370160103
-1.3393992186 0.4538828135
-1.3335900307 0.4706779122
-1.3275702000 0.4873986840
-1.3213406801 0.5040425062
-1.3149025440 0.5206067562
-1.3082567453 0.5370887518
-1.3014043570 0.5534859300
-1.2943464518 0.5697957277
-1.2870842218 0.5860155821
-1.2796187401 0.6021428704
-1.2719510794 0.6181750298
-1.2640826702 0.6341096163
-1.2560145855 0.6499440670
-1.2477482557 0.6656758785
-1.2392847538 0.6813026071
-1.2306256294 0.6968216896
-1.2217721939 0.7122307420
-1.2127258778 0.7275273800
-1.2034879923 0.7427091002
-1.1940599680 0.7577735186
-1.1844434738 0.7727183104
-1.1746399403 0.7875410318
-1.1646509171 0.8022394180
-1.1544780731 0.8168111444
-1.1441228390 0.8312538862
-1.1335868835 0.8455653191
-1.1228719950 0.8597432971
-1.1119797230 0.8737854362
-1.1009119749 0.8876896501
-1.0896703005 0.9014536738
-1.0782564878 0.9150753021
-1.0666725636 0.9285525084
-1.0549200773 0.9418830276
-1.0430010557 0.9550648332
-1.0309172869 0.9680957794
-1.0186707973 0.9809738994
-1.0062633753 0.9936971068
-0.9936971068 1.0062633753
-0.9809738994 1.0186707973
-0.9680957794 1.0309172869
-0.9550648332 1.0430010557
-0.9418830276 1.0549200773
-0.9285525084 1.0666725636
-0.9150753021 1.0782564878
-0.9014536738 1.0896703005
-0.8876896501 1.1009119749
-0.8737854362 1.1119797230
-0.8597432971 1.1228719950
-0.8455653191 1.1335868835
-0.8312538862 1.1441228390
-0.8168111444 1.1544780731
-0.8022394180 1.1646509171
-0.7875410318 1.1746399403
-0.7727183104 1.1844434738
-0.7577735186 1.1940599680
-0.7427091002 1.2034879923
-0.7275273800 1.2127258778
-0.7122307420 1.2217721939
-0.6968216896 1.2306256294
-0.6813026071 1.2392847538
-0.6656758785 1.2477482557
-0.6499440670 1.2560145855
-0.6341096163 1.2640826702
-0.6181750298 1.2719510794
-0.6021428704 1.2796187401
-0.5860155821 1.2870842218
-0.5697957277 1.2943464518
-0.5534859300 1.3014043570
-0.5370887518 1.3082567453
-0.5206067562 1.3149025440
-0.5040425062 1.3213406801
-0.4873986840 1.3275702000
-0.4706779122 1.3335900307
-0.4538828135 1.3393992186
-0.4370160103 1.3449970484
-0.4200802445 1.3503824472
-0.4030781090 1.3555544615
-0.3860123158 1.3605126143
-0.3688856065 1.3652558327
-0.3517006040 1.3697834015
-0.3344600797 1.3740947247
-0.3171667457 1.3781890869
-0.2998233438 1.3820658922
-0.2824325562 1.3857243061
-0.2649971843 1.3891639709
-0.2475199848 1.3923842907
-0.2300036848 1.3953846693
-0.2124510705 1.3981647491
-0.1948648989 1.4007239342
-0.1772479564 1.4030621052
-0.1596030295 1.4051785469
-0.1419329047 1.4070732594
-0.1242403537 1.4087456465
-0.1065281928 1.4101955891
-0.0887992010 1.4114229679
-0.0710561946 1.4124273062
-0.0533019677 1.4132087231
-0.0355393216 1.4137669802
-0.0177710634 1.4141019583
0.0000000000 1.4142135382
0.0177710634 1.4141019583
0.0355393216 1.4137669802
0.0533019677 1.4132087231
0.0710561946 1.4124273062
0.0887992010 1.4114229679
0.1065281928 1.4101955891
0.1242403537 1.4087456465
0.1419329047 1.4070732594
0.1596030295 1.4051785469
0.1772479564 1.4030621052
0.1948648989 1.4007239342
0.2124510705 1.3981647491
0.2300036848 1.3953846693
0.2475199848 1.3923842907
0.2649971843 1.3891639709
0.2824325562 1.3857243061
0.2998233438 1.3820658922
0.3171667457 1.3781890869
0.3344600797 1.3740947247
0.3517006040 1.3697834015
0.3688856065 1.3652558327
0.3860123158 1.3605126143
0.4030781090 1.3555544615
0.4200802445 1.3503824472
0.4370160103 1.3449970484
0.4538828135 1.3393992186
0.4706779122 1.3335900307
0.4873986840 1.3275702000
0.5040425062 1.3213406801
0.5206067562 1.3149025440
0.5370887518 1.3082567453
0.5534859300 1.3014043570
0.5697957277 1.2943464518
0.5860155821 1.2870842218
0.6021428704 1.2796187401
0.6181750298 1.2719510794
0.6341096163 1.2640826702
0.6499440670 1.2560145855
0.6656758785 1.2477482557
0.6813026071 1.2392847538
0.6968216896 1.2306256294
0.7122307420 1.2217721939
0.7275273800 1.2127258778
0.7427091002 1.2034879923
0.7577735186 1.1940599680
0.7727183104 1.1844434738
0.7875410318 1.1746399403
0.8022394180 1.1646509171
0.8168111444 1.1544780731
0.8312538862 1.1441228390
0.8455653191 1.1335868835
0.8597432971 1.1228719950
0.8737854362 1.1119797230
0.8876896501 1.1009119749
0.9014536738 1.0896703005
0.9150753021 1.0782564878
0.9285525084 1.0666725636
0.9418830276 1.0549200773
0.9550648332 1.0430010557
0.9680957794 1.0309172869
0.9809738994 1.0186707973
0.9936971068 1.0062633753
1.0062633753 0.9936971068
1.0186707973 0.9809738994
1.0309172869 0.9680957794
1.0430010557 0.9550648332
1.0549200773 0.9418830276
1.0666725636 0.9285525084
1.0782564878 0.9150753021
1.0896703005 0.9014536738
1.1009119749 0.8876896501
1.1119797230 0.8737854362
1.1228719950 0.8597432971
1.1335868835 0.8455653191
1.1441228390 0.8312538862
1.1544780731 0.8168111444
1.1646509171 0.8022394180
1.1746399403 0.7875410318
1.1844434738 0.7727183104
1.1940599680 0.7577735186
1.2034879923 0.7427091002
1.2127258778 0.7275273800
1.2217721939 0.7122307420
1.2306256294 0.6968216896
1.2392847538 0.6813026071
1.2477482557 0.6656758785
1.2560145855 0.6499440670
1.2640826702 0.6341096163
1.2719510794 0.6181750298
1.2796187401 0.6021428704
1.2870842218 0.5860155821
1.2943464518 0.5697957277
1.3014043570 0.5534859300
1.3082567453 0.5370887518
1.3149025440 0.5206067562
1.3213406801 0.5040425062
1.3275702000 0.4873986840
1.3335900307 0.4706779122
1.3393992186 0.4538828135
1.3449970484 0.4370160103
1.3503824472 0.4200802445
1.3555544615 0.4030781090
1.3605126143 0.3860123158
1.3652558327 0.3688856065
1.3697834015 0.3517006040
1.3740947247 0.3344600797
1.3781890869 0.3171667457
1.3820658922 0.2998233438
1.3857243061 0.2824325562
1.3891639709 0.2649971843
1.3923842907 0.2475199848
1.3953846693 0.2300036848
1.3981647491 0.2124510705
1.4007239342 0.1948648989
1.4030621052 0.1772479564
1.4051785469 0.1596030295
1.4070732594 0.1419329047
1.4087456465 0.1242403537
1.4101955891 0.1065281928
1.4114229679 0.0887992010
1.4124273062 0.0710561946
1.4132087231 0.0533019677
1.4137669802 0.0355393216
1.4141019583 0.0177710634
1.4142135382 0.0000000000
1.4141019583 -0.0177710634
1.4137669802 -0.0355393216
1.4132087231 -0.0533019677
1.4124273062 -0.0710561946
1.4114229679 -0.0887992010
1.4101955891 -0.1065281928
1.4087456465 -0.1242403537
1.4070732594 -0.1419329047
1.4051785469 -0.1596030295
1.4030621052 -0.1772479564
1.4007239342 -0.1948648989
1.3981647491 -0.2124510705
1.3953846693 -0.2300036848
1.3923842907 -0.2475199848
1.3891639709 -0.2649971843
1.3857243061 -0.2824325562
1.3820658922 -0.2998233438
1.3781890869 -0.3171667457
1.3740947247 -0.3344600797
1.3697834015 -0.3517006040
1.3652558327 -0.3688856065
1.3605126143 -0.3860123158
1.3555544615 -0.4030781090
1.3503824472 -0.4200802445
1.3449970484 -0.4370160103
1.3393992186 -0.4538828135
1.3335900307 -0.4706779122
1.3275702000 -0.4873986840
1.3213406801 -0.5040425062
1.3149025440 -0.5206067562
1.3082567453 -0.5370887518
1.3014043570 -0.5534859300
1.2943464518 -0.5697957277
1.2870842218 -0.5860155821
1.2796187401 -0.6021428704
1.2719510794 -0.6181750298
1.2640826702 -0.6341096163
1.2560145855 -0.6499440670
1.2477482557 -0.6656758785
1.2392847538 -0.6813026071
1.2306256294 -0.6968216896
1.2217721939 -0.7122307420
1.2127258778 -0.7275273800
1.2034879923 -0.7427091002
1.1940599680 -0.7577735186
1.1844434738 -0.7727183104
1.1746399403 -0.7875410318
1.1646509171 -0.8022394180
1.1544780731 -0.8168111444
1.1441228390 -0.8312538862
1.1335868835 -0.8455653191
1.1228719950 -0.8597432971
1.1119797230 -0.8737854362
1.1009119749 -0.8876896501
1.0896703005 -0.9014536738
1.0782564878 -0.9150753021
1.0666725636 -0.9285525084
1.0549200773 -0.9418830276
1.0430010557 -0.9550648332
1.0309172869 -0.9680957794
1.0186707973 -0.9809738994
1.0062633753 -0.9936971068
0.9936971068 -1.0062633753
0.9809738994 -1.0186707973
0.9680957794 -1.0309172869
0.9550648332 -1.0430010557
0.9418830276 -1.0549200773
0.9285525084 -1.0666725636
0.9150753021 -1.0782564878
0.9014536738 -1.0896703005
0.8876896501 -1.1009119749
0.8737854362 -1.1119797230
0.8597432971 -1.1228719950
0.8455653191 -1.1335868835
0.8312538862 -1.1441228390
0.8168111444 -1.1544780731
0.8022394180 -1.1646509171
0.7875410318 -1.1746399403
0.7727183104 -1.1844434738
0.7577735186 -1.1940599680
0.7427091002 -1.2034879923
0.7275273800 -1.2127258778
0.7122307420 -1.2217721939
0.6968216896 -1.2306256294
0.6813026071 -1.2392847538
0.6656758785 -1.2477482557
0.6499440670 -1.2560145855
0.6341096163 -1.2640826702
0.6181750298 -1.2719510794
0.6021428704 -1.2796187401
0.5860155821 -1.2870842218
0.5697957277 -1.2943464518
0.5534859300 -1.3014043570
0.5370887518 -1.3082567453
0.5206067562 -1.3149025440
0.5040425062 -1.3213406801
0.4873986840 -1.3275702000
0.4706779122 -1.3335900307
0.4538828135 -1.3393992186
0.4370160103 -1.3449970484
0.4200802445 -1.3503824472
0.4030781090 -1.3555544615
0.3860123158 -1.3605126143
0.3688856065 -1.3652558327
0.3517006040 -1.3697834015
0.3344600797 -1.3740947247
0.3171667457 -1.3781890869
0.2998233438 -1.3820658922
0.2824325562 -1.3857243061
0.2649971843 -1.3891639709
0.2475199848 -1.3923842907
0.2300036848 -1.3953846693
0.2124510705 -1.3981647491
0.1948648989 -1.4007239342
0.1772479564 -1.4030621052
0.1596030295 -1.4051785469
0.1419329047 -1.4070732594
0.1242403537 -1.4087456465
0.1065281928 -1.4101955891
0.0887992010 -1.4114229679
0.0710561946 -1.4124273062
0.0533019677 -1.4132087231
0.0355393216 -1.4137669802
0.0177710634 -1.4141019583
-0.0000000000 -1.4142135382
-0.0177710634 -1.4141019583
-0.0355393216 -1.4137669802
-0.0533019677 -1.4132087231
-0.0710561946 -1.4124273062
-0.0887992010 -1.4114229679
-0.1065281928 -1.4101955891
-0.1242403537 -1.4087456465
-0.1419329047 -1.4070732594
-0.1596030295 -1.4051785469
-0.1772479564 -1.4030621052
-0.1948648989 -1.4007239342
-0.2124510705 -1.3981647491
-0.2300036848 -1.3953846693
-0.2475199848 -1.3923842907
-0.2649971843 -1.3891639709
-0.2824325562 -1.3857243061
-0.2998233438 -1.3820658922
-0.3171667457 -1.3781890869
-0.3344600797 -1.3740947247
-0.3517006040 -1.3697834015
-0.3688856065 -1.3652558327
-0.3860123158 -1.3605126143
-0.4030781090 -1.3555544615
-0.4200802445 -1.3503824472
-0.4370160103 -1.3449970484
-0.4538828135 -1.3393992186
-0.4706779122 -1.3335900307
-0.4873986840 -1.3275702000
-0.5040425062 -1.3213406801
-0.5206067562 -1.3149025440
-0.5370887518 -1.3082567453
-0.5534859300 -1.3014043570
-0.5697957277 -1.2943464518
-0.5860155821 -1.2870842218
-0.6021428704 -1.2796187401
-0.6181750298 -1.2719510794
-0.6341096163 -1.2640826702
-0.6499440670 -1.2560145855
-0.6656758785 -1.2477482557
-0.6813026071 -1.2392847538
-0.6968216896 -1.2306256294
-0.7122307420 -1.2217721939
-0.7275273800 -1.2127258778
-0.7427091002 -1.2034879923
-0.7577735186 -1.1940599680
-0.7727183104 -1.1844434738
-0.7875410318 -1.1746399403
-0.8022394180 -1.1646509171
-0.8168111444 -1.1544780731
-0.8312538862 -1.1441228390
-0.8455653191 -1.1335868835
-0.8597432971 -1.1228719950
-0.8737854362 -1.1119797230
-0.8876896501 -1.1009119749
-0.9014536738 -1.0896703005
-0.9150753021 -1.0782564878
-0.9285525084 -1.0666725636
-0.9418830276 -1.0549200773
-0.9550648332 -1.0430010557
-0.9680957794 -1.0309172869
-0.9809738994 -1.0186707973
-0.9936971068 -1.0062633753
-1.0062633753 -0.9936971068
-1.0186707973 -0.9809738994
-1.0309172869 -0.9680957794
-1.0430010557 -0.9550648332
-1.0549200773 -0.9418830276
-1.0666725636 -0.9285525084
-1.0782564878 -0.9150753021
-1.0896703005 -0.9014536738
-1.1009119749 -0.8876896501
-1.1119797230 -0.8737854362
-1.1228719950 -0.8597432971
-1.1335868835 -0.8455653191
-1.1441228390 -0.8312538862
-1.1544780731 -0.8168111444
-1.1646509171 -0.8022394180
-1.1746399403 -0.7875410318
-1.1844434738 -0.7727183104
-1.1940599680 -0.7577735186
-1.2034879923 -0.7427091002
-1.2127258778 -0.7275273800
-1.2217721939 -0.7122307420
-1.2306256294 -0.6968216896
-1.2392847538 -0.6813026071
-1.2477482557 -0.6656758785
-1.2560145855 -0.6499440670
-1.2640826702 -0.6341096163
-1.2719510794 -0.6181750298
-1.2796187401 -0.6021428704
-1.2870842218 -0.5860155821
-1.2943464518 -0.5697957277
-1.3014043570 -0.5534859300
-1.3082567453 -0.5370887518
-1.3149025440 -0.5206067562
-1.3213406801 -0.5040425062
-1.3275702000 -0.4873986840
